StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q5,Q5_4_TEXT,Q7,Q6,1. TTCW Fluency1,2. TTCW Fluency2,3. TTCW Fluency3,"4. TTCW Fluency4 ",5. TTCW Fluency5,6.TTCW Flexibility1 ,7.TTCW Flexibility2 ,8.TTCW Flexibility3 ,9. TTCW Originality1,10.TTCW Originality2,11.TTCW Originality3,12.TTCW Elaboration1,13.TTCW Elaboration2,14.TTCW Elaboration3,15. TTCW Fluency1,16. TTCW Fluency2,17. TTCW Fluency3,18. TTCW Fluency4,19. TTCW Fluency5,"20TTCW Flexibility1 ",21TTCW Flexibility2 ,22TTCW Flexibility3 ,23.TTCW Originality1,24.TTCW Originality2,25.TTCW Originality3,26.TTCW Elaboration1,27.TTCW Elaboration2,28.TTCW Elaboration3,Q339,set,order,llm_model,llm_file,human_file
2026-05-26 10:22:48,2026-05-26 10:32:19,IP Address,86.83.225.209,100,571,True,2026-05-26 10:32:20,R_8PSNKr4m6z6XIWJ,,,,,53.1016,6.0672,anonymous,EN,23,Man,,WO Master,Biomedische wetenschappen,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Verhaal 1,8,human_first,gpt,gpt_story_8.txt,human_story_8.txt
2026-05-26 11:12:16,2026-05-26 11:25:50,IP Address,81.206.238.143,100,814,True,2026-05-26 11:25:51,R_8JIOgEH3Iq8gPrh,,,,,52.9872,6.5854,anonymous,EN,28,Vrouw,,WO Master,"Biomedische wetenschappen ",Ja,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Ja,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Verhaal 1,4,llm_first,gpt,gpt_story_4.txt,human_story_4.txt
2026-05-26 14:24:41,2026-05-26 14:28:44,IP Address,82.169.171.91,100,242,True,2026-05-26 14:28:45,R_81cKXgxHD19hb4x,,,,,51.5238,5.9619,anonymous,EN,28,Vrouw,,WO Master,Cultuur,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Nee,Ja,Nee,Ja,Ja,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Verhaal 1,30,llm_first,gemini,gemini_story_30.txt,human_story_30.txt
2026-05-26 15:09:23,2026-05-26 15:17:44,IP Address,84.30.60.229,100,500,True,2026-05-26 15:17:45,R_8hhZyRGg9baXfAj,,,,,53.1321,7.0299,anonymous,EN,46,Man,,Anders,"Finance, Assurance, Banking, IT",Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Verhaal 2,3,human_first,gpt,gpt_story_3.txt,human_story_3.txt
2026-05-27 01:36:34,2026-05-27 01:40:32,IP Address,89.205.147.136,100,237,True,2026-05-27 01:40:35,R_2e81z7tQMD7J8ln,,,,,52.3824,4.8995,anonymous,EN,24,Man,,HBO Bachelor,"Docent Engels ",Ja,Ja,Nee,Ja,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Verhaal 2,24,llm_first,claude,claude_story_24.txt,human_story_24.txt
2026-05-27 01:25:53,2026-05-27 01:46:47,IP Address,82.169.88.159,100,1253,True,2026-05-27 01:46:48,R_2cfbsFvJ2MKK0FP,,,,,53.2334,6.5108,anonymous,EN,25,Vrouw,,HBO Bachelor,Communicatie,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Verhaal 1,28,human_first,gpt,gpt_story_28.txt,human_story_28.txt
2026-05-27 01:47:16,2026-05-27 01:59:20,IP Address,129.125.174.169,100,724,True,2026-05-27 01:59:21,R_8lVsEsXPx9KU4mf,,,,,53.2569,6.4628,anonymous,EN,37,Vrouw,,WO Master,Communicatie,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Verhaal 2,20,human_first,gpt,gpt_story_20.txt,human_story_20.txt
2026-05-27 01:51:26,2026-05-27 02:07:58,IP Address,137.56.138.216,100,991,True,2026-05-27 02:07:59,R_2eJN55ufaP68OvF,,,,,51.5651,5.056,anonymous,EN,53,Man,,PhD / Doctoraat,psychologie,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Verhaal 1,17,llm_first,gpt,gpt_story_17.txt,human_story_17.txt
2026-05-27 01:58:42,2026-05-27 02:11:50,IP Address,109.37.151.22,100,787,True,2026-05-27 02:11:51,R_2gdWh5XLWJC7G1g,,,,,52.3824,4.8995,anonymous,EN,26,Vrouw,,WO Master,"Communicatiewetenschap ",Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Verhaal 2,28,human_first,gpt,gpt_story_28.txt,human_story_28.txt
2026-05-26 13:11:29,2026-05-27 02:53:14,IP Address,178.230.131.30,100,49305,True,2026-05-27 02:53:15,R_8RE8rLBslBcduJX,,,,,52.3716,4.8883,anonymous,EN,22,Vrouw,,WO Bachelor,"Tandheelkunde ",Ja,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Verhaal 1,13,llm_first,gemini,gemini_story_13.txt,human_story_13.txt
2026-05-27 03:35:27,2026-05-27 03:38:53,IP Address,84.107.222.6,100,206,True,2026-05-27 03:38:54,R_8f96HcntkHNCGE5,,,,,52.1126,5.1961,anonymous,EN,61,Vrouw,,PhD / Doctoraat,Franse taal- en letterkunde en Bestuurs- en Organisatiewetenschap,Nee,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Verhaal 2,25,human_first,gemini,gemini_story_25.txt,human_story_25.txt
2026-05-27 05:32:26,2026-05-27 05:41:29,IP Address,129.125.24.50,100,542,True,2026-05-27 05:41:31,R_2INmpeItaByUuhn,,,,,53.2141,6.5541,anonymous,EN,32,Vrouw,,WO Master,communicatie,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Verhaal 1,13,llm_first,gpt,gpt_story_13.txt,human_story_13.txt
2026-05-27 06:37:45,2026-05-27 06:49:02,IP Address,94.209.136.210,100,676,True,2026-05-27 06:49:04,R_8GHT0dyNq5rVEi0,,,,,53.2264,6.5828,anonymous,EN,49,Vrouw,,HBO Bachelor,"Communicatie en later omgeschoold tot bezielingscoach en stress en burn-out ",Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Ja,Ja,Verhaal 2,22,human_first,gpt,gpt_story_22.txt,human_story_22.txt
2026-05-27 07:32:52,2026-05-27 07:44:46,IP Address,195.87.75.74,100,713,True,2026-05-27 07:44:47,R_8MNdO37K29KRVOM,,,,,40.6822,29.5324,anonymous,EN,23,Vrouw,,WO Bachelor,Sociologie,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Ja,Verhaal 2,9,human_first,gpt,gpt_story_9.txt,human_story_9.txt
2026-05-27 08:34:42,2026-05-27 08:44:43,IP Address,83.87.96.98,100,600,True,2026-05-27 08:44:44,R_8VuWUROWhdtw8Nz,,,,,52.0862,5.0795,anonymous,EN,44,Vrouw,,PhD / Doctoraat,vroegmoderne literatuur,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Verhaal 1,27,llm_first,gemini,gemini_story_27.txt,human_story_27.txt
2026-05-27 12:28:06,2026-05-27 12:50:46,IP Address,85.144.171.52,100,1360,True,2026-05-27 12:50:47,R_27VDKVYCmrCrAGJ,,,,,52.6667,6.2855,anonymous,EN,30,Vrouw,,HBO Bachelor,Schade-expert,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Verhaal 2,30,human_first,claude,claude_story_30.txt,human_story_30.txt
2026-05-27 15:10:00,2026-05-27 15:23:33,IP Address,84.24.89.132,100,812,True,2026-05-27 15:23:33,R_8ha9QdQBSnJYACK,,,,,53.143,7.0306,anonymous,EN,52,Vrouw,,HBO Bachelor,"Verpleegkundige en lactatiekundige, kwaliteitsmanagement (maar ik werk nu als manager MVO/Duurzaamheid",Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Verhaal 2,15,llm_first,claude,claude_story_15.txt,human_story_15.txt
2026-05-27 22:26:59,2026-05-27 22:42:55,IP Address,83.87.164.156,100,955,True,2026-05-27 22:42:55,R_2NCIgoFlMHBhfpP,,,,,52.6656,6.7392,anonymous,EN,65,Vrouw,,WO Master,Nederlandse taal- en letterkunde,Ja,Ja,Nee,Nee,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Verhaal 2,34,human_first,claude,claude_story_34.txt,human_story_34.txt
2026-05-28 06:07:45,2026-05-28 06:15:55,IP Address,83.167.210.82,100,490,True,2026-05-28 06:15:56,R_2g5ESrQ8fXDuFOE,,,,,53.2141,6.5541,anonymous,EN,55,Man,,WO Master,Economie,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Verhaal 1,4,human_first,gpt,gpt_story_4.txt,human_story_4.txt
2026-05-28 07:18:52,2026-05-28 07:26:13,IP Address,83.134.35.187,100,441,True,2026-05-28 07:26:14,R_2ml48H5qFJqxqYI,,,,,51.203,4.5156,anonymous,EN,49,Man,,"Middelbaar onderwijs (VMBO, HAVO, VWO)",Marketing,Nee,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Nee,Ja,Verhaal 2,19,llm_first,gpt,gpt_story_19.txt,human_story_19.txt
2026-05-28 07:22:58,2026-05-28 07:31:41,IP Address,129.125.130.91,100,523,True,2026-05-28 07:31:42,R_25g5Il2yKvUAVnr,,,,,53.2222,6.5664,anonymous,EN,25,Vrouw,,WO Master,Lerarenopleiding,Ja,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Verhaal 2,31,llm_first,claude,claude_story_31.txt,human_story_31.txt
2026-05-29 01:29:22,2026-05-29 01:51:36,IP Address,129.125.58.118,100,1334,True,2026-05-29 01:51:37,R_2h5f6ZfcunZ5xRd,,,,,53.2275,6.5433,anonymous,EN,57,Vrouw,,WO Master,Communicatie,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Ja,Ja,Ja,Nee,Ja,Verhaal 1,20,human_first,gemini,gemini_story_20.txt,human_story_20.txt
2026-05-29 06:34:05,2026-05-29 06:44:58,IP Address,217.102.203.213,100,653,True,2026-05-29 06:44:59,R_8fkLSwyuk8KXQio,,,,,53.3046,6.5915,anonymous,EN,73,Man,,PhD / Doctoraat,Astronomie,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Nee,Nee,Ja,Nee,Ja,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Ja,Nee,Ja,Verhaal 1,2,llm_first,gpt,gpt_story_2.txt,human_story_2.txt
2026-05-29 12:27:55,2026-05-29 12:41:53,IP Address,217.103.13.77,100,837,True,2026-05-29 12:41:54,R_8Ake6eOAa9x3n3z,,,,,51.9953,4.4714,anonymous,EN,34,Man,,"Middelbaar onderwijs (VMBO, HAVO, VWO)",Communicatie,Ja,Nee,Nee,Ja,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Verhaal 2,11,llm_first,gemini,gemini_story_11.txt,human_story_11.txt
2026-05-29 13:12:54,2026-05-29 13:33:37,IP Address,77.164.145.170,100,1242,True,2026-05-29 13:33:37,R_2CPXu7ULgmmeRf5,,,,,52.3752,4.6558,anonymous,EN,75,Vrouw,,"Middelbaar onderwijs (VMBO, HAVO, VWO)",,Ja,Ja,Nee,Ja,Nee,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Verhaal 1,35,human_first,gpt,gpt_story_35.txt,human_story_35.txt
2026-05-29 14:42:40,2026-05-29 14:58:06,IP Address,213.10.65.249,100,926,True,2026-05-29 14:58:06,R_8iQYFjgXj0DB5oB,,,,,52.0502,5.2754,anonymous,EN,40,Vrouw,,WO Master,"Gezondheidszorg ",Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Ja,Verhaal 2,16,llm_first,gemini,gemini_story_16.txt,human_story_16.txt
2026-05-29 15:12:12,2026-05-29 15:23:38,IP Address,92.109.109.232,100,685,True,2026-05-29 15:23:38,R_2QEIK0WnDzO4axt,,,,,51.9307,4.4783,anonymous,EN,48,Vrouw,,WO Bachelor,Psychologie en IT,Ja,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Verhaal 2,14,llm_first,gemini,gemini_story_14.txt,human_story_14.txt
2026-05-29 15:14:26,2026-05-29 15:25:53,IP Address,62.45.241.61,100,687,True,2026-05-29 15:25:54,R_8lrCrCy3wcHE7pu,,,,,52.2753,4.7914,anonymous,EN,31,Man,,WO Master,"MA Burgerschap, werkzaam als casemanager arbodienst",Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Verhaal 2,26,human_first,gpt,gpt_story_26.txt,human_story_26.txt
2026-05-29 15:09:37,2026-05-29 15:28:53,IP Address,82.75.24.252,100,1156,True,2026-05-29 15:28:54,R_8fZUxxtjJ0NJPLW,,,,,51.6508,5.9493,anonymous,EN,22,Vrouw,,MBO,,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Verhaal 1,5,human_first,claude,claude_story_5.txt,human_story_5.txt
2026-05-29 15:22:18,2026-05-29 15:28:56,IP Address,86.80.97.58,100,397,True,2026-05-29 15:28:56,R_8PoBT4iuSItMmkh,,,,,52.0056,4.6939,anonymous,EN,31,Man,,WO Master,Internationale Betrekkingen,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Verhaal 2,18,human_first,gemini,gemini_story_18.txt,human_story_18.txt
2026-05-29 15:08:05,2026-05-29 15:29:20,IP Address,77.251.170.84,100,1274,True,2026-05-29 15:29:20,R_2zzIAeyAj9ENO0N,,,,,51.8252,4.2549,anonymous,EN,29,Vrouw,,WO Master,Biologie,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Verhaal 1,23,llm_first,gpt,gpt_story_23.txt,human_story_23.txt
2026-05-29 15:36:13,2026-05-29 15:39:58,IP Address,87.212.144.23,100,225,True,2026-05-29 15:39:59,R_2dgNZ4ZB9FQYtBs,,,,,52.2146,6.0147,anonymous,EN,40,Vrouw,,HBO Master,HRM/Onderwijs,Nee,Ja,Nee,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Verhaal 1,8,human_first,claude,claude_story_8.txt,human_story_8.txt
2026-05-29 15:26:36,2026-05-29 15:40:02,IP Address,212.83.84.159,100,805,True,2026-05-29 15:40:03,R_21KKJjIDSYuvbci,,,,,52.2181,5.9391,anonymous,EN,27,Vrouw,,WO Bachelor,Pedagogische Wetenschappen en Onderwijskunde,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Verhaal 1,29,llm_first,claude,claude_story_29.txt,human_story_29.txt
2026-05-29 15:35:30,2026-05-29 15:45:53,IP Address,77.163.98.218,100,623,True,2026-05-29 15:45:54,R_8HwEtJ9W4uJz2BJ,,,,,51.7612,4.168,anonymous,EN,25,Vrouw,,WO Bachelor,Filosofie,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Nee,Verhaal 2,32,human_first,gpt,gpt_story_32.txt,human_story_32.txt
2026-05-29 15:50:21,2026-05-29 15:56:03,IP Address,84.106.165.196,100,341,True,2026-05-29 15:56:04,R_2mK1LFYhP725piA,,,,,52.0861,5.2472,anonymous,EN,28,Vrouw,,WO Master,Filosofie van onderwijs,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Verhaal 1,15,llm_first,gpt,gpt_story_15.txt,human_story_15.txt
2026-05-29 15:57:53,2026-05-29 16:05:46,IP Address,85.144.130.39,100,472,True,2026-05-29 16:05:46,R_8eb1Ml6zAUFfQvg,,,,,52.0941,5.0504,anonymous,EN,30,Vrouw,,WO Master,Computer Science,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Ja,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Ja,Verhaal 2,31,human_first,claude,claude_story_31.txt,human_story_31.txt
2026-05-29 16:34:56,2026-05-29 16:46:21,IP Address,86.86.58.54,100,684,True,2026-05-29 16:46:22,R_8JX6prbnGgys368,,,,,52.5206,4.6901,anonymous,EN,42,Vrouw,,HBO Master,Economie,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Verhaal 1,29,llm_first,gemini,gemini_story_29.txt,human_story_29.txt
2026-05-29 16:55:58,2026-05-29 17:00:50,IP Address,31.201.245.209,100,292,True,2026-05-29 17:00:51,R_2inatcucbvtr5yR,,,,,52.3019,5.264,anonymous,EN,33,Man,,WO Master,"Financiële dienstverlening/cultuurhistorie ",Nee,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Verhaal 2,1,human_first,gpt,gpt_story_1.txt,human_story_1.txt
2026-05-29 16:59:54,2026-05-29 17:26:26,IP Address,62.45.108.128,100,1592,True,2026-05-29 17:26:27,R_2ltHu1N5Ya2YiMF,,,,,51.8559,4.478,anonymous,EN,29,Vrouw,,MBO,Dierverzorging,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Verhaal 1,27,llm_first,claude,claude_story_27.txt,human_story_27.txt
2026-05-29 23:33:48,2026-05-29 23:43:33,IP Address,77.63.47.221,100,585,True,2026-05-29 23:43:34,R_27Q1chKcSnCMqeF,,,,,52.3824,4.8995,anonymous,EN,38,Vrouw,,WO Master,"Engelse taal en cultuur (bachelor), Vertalen (master), Culturele sociologie en antropologie (propedeuse), Zorgadministratie (werk)",Ja,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Verhaal 2,35,human_first,claude,claude_story_35.txt,human_story_35.txt
2026-05-30 00:28:58,2026-05-30 00:41:36,IP Address,84.104.59.240,100,757,True,2026-05-30 00:41:37,R_815sn6CLON0AMLo,,,,,50.8244,5.8196,anonymous,EN,37,Man,,Anders,Specialisatie Romans en Korte Verhalen,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Verhaal 1,19,llm_first,claude,claude_story_19.txt,human_story_19.txt
2026-05-30 00:38:39,2026-05-30 00:47:36,IP Address,86.90.146.199,100,537,True,2026-05-30 00:47:37,R_2ggwTA9tnqMqBEt,,,,,52.1592,5.3849,anonymous,EN,34,Non-binair,,WO Master,"Literatuurwetenschap en Gender studies, werk nu bij een kleine uitgeverij",Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Verhaal 1,18,human_first,gemini,gemini_story_18.txt,human_story_18.txt
2026-05-30 01:49:20,2026-05-30 01:54:51,IP Address,81.207.253.184,100,331,True,2026-05-30 01:54:52,R_26uYFn3olJcj4A1,,,,,52.6958,6.1956,anonymous,EN,59,Vrouw,,"Middelbaar onderwijs (VMBO, HAVO, VWO)","Dienstverlening ",Nee,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Verhaal 2,3,llm_first,claude,claude_story_3.txt,human_story_3.txt
2026-05-30 03:36:16,2026-05-30 03:47:13,IP Address,31.21.134.131,100,657,True,2026-05-30 03:47:14,R_8E6Mi8amc2RX7io,,,,,52.1624,5.3691,anonymous,EN,22,Vrouw,,HBO Bachelor,Journalistiek/bureauredactie uitgeverij,Nee,Nee,Nee,Nee,Nee,,Nee,,,,,,,,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Verhaal 2,12,llm_first,gemini,gemini_story_12.txt,human_story_12.txt
2026-05-30 03:55:54,2026-05-30 04:12:17,IP Address,172.216.9.27,100,982,True,2026-05-30 04:12:18,R_5VD8Q3XHh2gL4Hf,,,,,35.2296,-80.843,anonymous,EN,31,Man,,"Middelbaar onderwijs (VMBO, HAVO, VWO)",Kunst,Nee,Nee,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Ja,Ja,Nee,Nee,Verhaal 2,10,human_first,gemini,gemini_story_10.txt,human_story_10.txt
2026-05-30 05:11:13,2026-05-30 05:21:54,IP Address,88.230.55.220,100,640,True,2026-05-30 05:21:55,R_4gNF019K9GYPqgu,,,,,37.2167,28.3674,anonymous,EN,65,Vrouw,,"Middelbaar onderwijs (VMBO, HAVO, VWO)",Administratief,Nee,,,,,,,,,,,,,,Ja,Ja,Ja,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,36,llm_first,gemini,gemini_story_36.txt,human_story_36.txt
2026-05-30 05:22:04,2026-05-30 05:30:03,IP Address,88.230.55.220,100,479,True,2026-05-30 05:30:04,R_4t8cEDQ8UdComxX,,,,,37.2167,28.3674,anonymous,EN,65,Vrouw,,"Middelbaar onderwijs (VMBO, HAVO, VWO)",Administratief,Ja,Ja,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Ja,Ja,Ja,,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Verhaal 2,28,llm_first,gemini,gemini_story_28.txt,human_story_28.txt
2026-05-30 07:57:13,2026-05-30 08:10:46,IP Address,31.20.253.10,100,812,True,2026-05-30 08:10:47,R_8zMdeQpmwsEEvQS,,,,,52.2788,6.0855,anonymous,EN,49,Man,,WO Master,Politicologie,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Verhaal 1,32,human_first,claude,claude_story_32.txt,human_story_32.txt
